UID,Text,Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval, ITL 
7173,I need money to start a home-based catering business.,"? 24,214.00",497,10260,79.28,employed,Rejected, 0.42 
7174,I need a loan to support my side business selling handmade candles.,"? 28,737.00",415,12111,28.4,unemployed,Rejected, 0.42 
7175,I need a loan to pay off overdue electricity and water bills.,"? 109,463.00",830,57638,43.92,employed,Approved, 0.53 
7176,I need financial support for medical treatment abroad.,"? 47,698.00",541,7370,19.89,unemployed,Rejected, 0.15 
7177,I want to buy a car for my rideshare business on Uber.,"? 169,001.00",610,6777,19.17,employed,Approved, 0.04 
7178,I need money to purchase updated equipment for my photography business.,"? 62,143.00",597,30361,53.41,unemployed,Rejected, 0.49 
7179,I need a loan to cover moving expenses after being transferred to another city.,"? 57,797.00",817,10766,21.66,unemployed,Rejected, 0.19 
7180,I want to start a mobile pet grooming service and need funds for supplies.,"? 69,845.00",706,4379,22.05,unemployed,Rejected, 0.06 
7181,I need money to start a home-based catering business.,"? 183,025.00",821,70064,22.78,unemployed,Rejected, 0.38 
7182,I need money to purchase updated equipment for my photography business.,"? 65,131.00",698,38927,8.13,employed,Approved, 0.60 
7183,I need a loan to start a small business.,"? 84,144.00",529,35041,12.1,unemployed,Rejected, 0.42 
7184,I need a loan to pay for my son's medical treatment and therapy.,"? 129,380.00",662,94773,28.96,employed,Rejected, 0.73 
7185,I want to buy a car for my rideshare business on Uber.,"? 122,430.00",662,68146,30.37,employed,Approved, 0.56 
7186,I need a loan to repair my car after an accident.,"? 25,950.00",592,12316,164.4,employed,Rejected, 0.47 
7187,I need money to purchase a food truck and start my own business.,"? 81,635.00",813,45263,51.87,unemployed,Rejected, 0.55 
7188,I need financial support to renovate my rental apartment.,"? 190,195.00",402,71954,16.34,unemployed,Rejected, 0.38 
7189,I need a loan to buy a reliable used car for work commuting.,"? 158,507.00",694,115771,9.12,unemployed,Rejected, 0.73 
7190,I need a loan to install a security system at home.,"? 54,126.00",430,2505,36.61,unemployed,Rejected, 0.05 
7191,I need a loan to develop and launch my mobile app startup.,"? 91,097.00",800,34380,33.23,employed,Approved, 0.38 
7192,I need financial support for medical treatment abroad.,"? 128,323.00",401,88752,15.01,unemployed,Rejected, 0.69 
7193,I need a loan to pay for a much-needed vacation after years of saving.,"? 148,452.00",557,72314,17.52,unemployed,Rejected, 0.49 
7194,I need financial assistance to buy farm equipment for my agricultural business.,"? 152,116.00",313,113098,17.2,employed,Rejected, 0.74 
7195,I need money to pay for a vocational training course in plumbing.,"? 101,865.00",337,29737,38.24,unemployed,Rejected, 0.29 
7196,I need money to start a home-based catering business.,"? 186,065.00",585,125210,7.64,unemployed,Rejected, 0.67 
7197,I need money to launch my own tech startup focused on AI solutions.,"? 153,679.00",427,23542,28.39,employed,Rejected, 0.15 
7198,I need financial assistance to launch my own YouTube content creation business.,"? 180,409.00",692,100848,16.32,employed,Approved, 0.56 
7199,I need money to cover adoption fees and related expenses.,"? 117,112.00",724,61094,12.22,unemployed,Rejected, 0.52 
7200,I need a loan to buy a motorcycle for daily transportation.,"? 56,400.00",545,36315,57.01,employed,Rejected, 0.64 
7201,I need a loan to cover emergency expenses after a natural disaster.,"? 65,617.00",781,16118,41.62,unemployed,Rejected, 0.25 
7202,I need financial assistance to buy farm equipment for my agricultural business.,"? 159,571.00",510,97931,28.31,unemployed,Rejected, 0.61 
7203,I need a loan to support my side business selling handmade candles.,"? 186,403.00",781,9576,22.41,employed,Approved, 0.05 
7204,I need money to cover unexpected legal expenses related to a dispute.,"? 154,721.00",318,113839,6.96,unemployed,Rejected, 0.74 
7205,I need financial support to pay for my son's football training program.,"? 41,146.00",327,5258,79.13,unemployed,Rejected, 0.13 
7206,I need a loan to pay for a much-needed vacation after years of saving.,"? 24,647.00",436,10380,123.07,unemployed,Rejected, 0.42 
7207,I need financial help to cover unexpected veterinary bills for my pet.,"? 78,513.00",673,14995,62.04,unemployed,Rejected, 0.19 
7208,I need money to refinance my home loan at a lower interest rate.,"? 188,437.00",588,20195,11.23,employed,Approved, 0.11 
7209,I need a loan to repair my car after an accident.,"? 68,831.00",544,35641,19.04,unemployed,Rejected, 0.52 
7210,I need funds to expand my home-based bakery to a physical store.,"? 142,856.00",351,56316,22.98,unemployed,Rejected, 0.39 
7211,I need financial help to build my dream home in the countryside.,"? 143,389.00",793,84197,33.01,employed,Approved, 0.59 
7212,"I need financial help to cover wedding expenses, including the venue and catering.","? 45,583.00",381,5031,106.13,unemployed,Rejected, 0.11 
7213,I need a loan to start a small business.,"? 164,521.00",535,33810,23.33,employed,Rejected, 0.21 
7214,I want to start a small roadside food stall and need funds for equipment.,"? 166,226.00",477,5677,18.55,employed,Rejected, 0.03 
7215,I need money to launch my own tech startup focused on AI solutions.,"? 137,169.00",780,104002,26.37,unemployed,Rejected, 0.76 
7216,I need a loan to pay off overdue electricity and water bills.,"? 69,385.00",589,9732,20.66,unemployed,Rejected, 0.14 
7217,I need a loan to repair my car after an accident.,"? 175,051.00",531,34992,25.92,employed,Rejected, 0.20 
7218,I need a loan to cover moving expenses after being transferred to another city.,"? 53,593.00",668,32253,69.56,unemployed,Rejected, 0.60 
7219,I need financial support for medical treatment abroad.,"? 139,534.00",767,48462,15.43,unemployed,Rejected, 0.35 
7220,I need a loan to support my side business selling handmade candles.,"? 32,557.00",468,22573,36.82,unemployed,Rejected, 0.69 
7221,I need financial support for medical treatment abroad.,"? 44,440.00",402,35493,52.83,unemployed,Rejected, 0.80 
7222,I need financial assistance to launch my own YouTube content creation business.,"? 29,134.00",532,7212,102.29,employed,Rejected, 0.25 
7223,I need financial support to open a daycare center in my neighborhood.,"? 160,045.00",800,110076,25.32,unemployed,Rejected, 0.69 
7224,I need money to cover adoption fees and related expenses.,"? 24,145.00",592,11853,146.14,employed,Rejected, 0.49 
7225,I need a loan to pay for my son's medical treatment and therapy.,"? 193,902.00",815,82546,22.66,unemployed,Rejected, 0.43 
7226,I need money to purchase specialized tools for my auto repair shop.,"? 34,674.00",692,23988,123.33,employed,Rejected, 0.69 
7227,I need money to cover adoption fees and related expenses.,"? 157,946.00",648,18144,13.18,employed,Approved, 0.11 
7228,I need financial help to pay off my high-interest payday loans.,"? 103,160.00",617,11644,30.72,unemployed,Rejected, 0.11 
7229,I need money to purchase specialized tools for my auto repair shop.,"? 175,203.00",596,117681,18.25,unemployed,Rejected, 0.67 
7230,I want to start a mobile pet grooming service and need funds for supplies.,"? 194,196.00",369,150292,20.12,unemployed,Rejected, 0.77 
7231,I need a loan to repair my car after an accident.,"? 128,597.00",380,76260,15.35,unemployed,Rejected, 0.59 
7232,I need financial support to renovate my rental apartment.,"? 187,041.00",635,36407,23.2,employed,Approved, 0.19 
7233,I need a loan to pay for an international vacation with my family.,"? 166,872.00",643,46329,20.21,employed,Approved, 0.28 
7234,I need money to buy new tools and materials for my woodworking business.,"? 185,246.00",352,74605,5.79,unemployed,Rejected, 0.40 
7235,I need a loan to repair my car after an accident.,"? 149,585.00",799,56380,28.36,employed,Approved, 0.38 
7236,I need a loan to pay for legal fees related to my business license.,"? 196,864.00",501,153938,19.36,unemployed,Rejected, 0.78 
7237,I need financial help to cover maternity and delivery expenses.,"? 96,561.00",805,61917,51.26,employed,Rejected, 0.64 
7238,I need a loan to build a website and market my freelance services.,"? 165,216.00",457,6328,8.39,employed,Rejected, 0.04 
7239,I need financial assistance to buy farm equipment for my agricultural business.,"? 26,092.00",330,9372,43.63,employed,Rejected, 0.36 
7240,I want to start a local transportation service and need funds for a van.,"? 126,902.00",726,8563,34.73,unemployed,Rejected, 0.07 
7241,I need financial support for medical treatment abroad.,"? 103,817.00",387,65021,25.13,unemployed,Rejected, 0.63 
7242,I need a loan to support my side business selling handmade candles.,"? 48,227.00",559,3801,89.55,unemployed,Rejected, 0.08 
7243,I need a loan to pay for a down payment on my first home.,"? 45,730.00",314,34505,106.06,employed,Rejected, 0.75 
7244,I need a loan to start a small business.,"? 89,512.00",661,64405,43.28,employed,Rejected, 0.72 
7245,I need money to start a home-based catering business.,"? 61,058.00",478,45131,60.11,unemployed,Rejected, 0.74 
7246,I need financial support to open a daycare center in my neighborhood.,"? 131,028.00",657,17843,36.79,unemployed,Rejected, 0.14 
7247,I need a loan to upgrade my small music studio with better equipment.,"? 72,002.00",345,8534,38.38,unemployed,Rejected, 0.12 
7248,I need financial assistance to buy farm equipment for my agricultural business.,"? 173,701.00",775,88002,8.74,employed,Approved, 0.51 
7249,I need financial support for medical treatment abroad.,"? 191,058.00",522,54915,11.4,employed,Rejected, 0.29 
7250,I want to pay off my payday loans and switch to a lower-interest option.,"? 80,821.00",742,25454,43.75,unemployed,Rejected, 0.31 
7251,I need a loan to build a website and market my freelance services.,"? 150,470.00",754,33858,12.59,employed,Approved, 0.23 
7252,I need funds to pay for my pilot training program.,"? 107,767.00",844,43293,33.96,employed,Approved, 0.40 
7253,I need money to cover funeral expenses for a loved one.,"? 194,487.00",371,79526,2.88,unemployed,Rejected, 0.41 
7254,I need funds to enroll in a professional certification program.,"? 87,308.00",301,63571,41.03,employed,Rejected, 0.73 
7255,I need financial support for medical treatment abroad.,"? 153,694.00",330,12185,20.86,employed,Rejected, 0.08 
7256,I need a loan to build a website and market my freelance services.,"? 89,258.00",703,55041,34.46,unemployed,Rejected, 0.62 
7257,I need money to start a home-based catering business.,"? 144,404.00",455,61222,7.55,employed,Rejected, 0.42 
7258,I need funds to stock inventory for my new retail store.,"? 95,977.00",535,52124,30.35,unemployed,Rejected, 0.54 
7259,I want to start a local transportation service and need funds for a van.,"? 192,080.00",550,58153,4.32,employed,Rejected, 0.30 
7260,I want to purchase land to start an organic farming venture.,"? 71,701.00",696,25360,59.33,employed,Rejected, 0.35 
7261,I need a loan to pay for a much-needed vacation after years of saving.,"? 105,439.00",844,50775,32.43,unemployed,Rejected, 0.48 
7262,I need money to cover funeral expenses for a loved one.,"? 103,932.00",310,74431,34.73,employed,Rejected, 0.72 
7263,I need a loan to relocate to a new city after getting a job offer.,"? 193,326.00",811,137994,8.55,employed,Rejected, 0.71 
7264,I need money to purchase a food truck and start my own business.,"? 140,914.00",695,96161,16.01,unemployed,Rejected, 0.68 
7265,I need money to purchase updated equipment for my photography business.,"? 68,080.00",687,18059,15.83,employed,Approved, 0.27 
7266,I need a loan to pay for legal fees related to my business license.,"? 195,683.00",542,151237,6.15,unemployed,Rejected, 0.77 
7267,I need money to cover adoption fees and related expenses.,"? 135,709.00",641,92492,22.73,unemployed,Rejected, 0.68 
7268,I need financial help to build my dream home in the countryside.,"? 78,448.00",339,21864,55.08,employed,Rejected, 0.28 
7269,I need a loan to support my side business selling handmade candles.,"? 123,087.00",710,3163,15.65,employed,Approved, 0.03 
7270,I need financial support to open a daycare center in my neighborhood.,"? 72,652.00",699,47596,19.97,employed,Rejected, 0.66 
7271,"I need financial help to cover wedding expenses, including the venue and catering.","? 114,031.00",379,34944,26.73,employed,Rejected, 0.31 
7272,I need money to invest in stock trading and portfolio building.,"? 153,802.00",773,8270,30.86,unemployed,Rejected, 0.05 
7273,I want to start a local transportation service and need funds for a van.,"? 48,336.00",392,24851,38.07,employed,Rejected, 0.51 
7274,I need money to purchase specialized tools for my auto repair shop.,"? 185,620.00",552,109951,24.03,unemployed,Rejected, 0.59 
7275,I need a loan to buy a motorcycle for daily transportation.,"? 146,544.00",467,42537,30.05,unemployed,Rejected, 0.29 
7276,I need a loan to pay for a down payment on my first home.,"? 140,798.00",780,44861,6.4,unemployed,Rejected, 0.32 
7277,I need money to purchase a food truck and start my own business.,"? 155,483.00",337,12687,23.2,employed,Rejected, 0.08 
